index,HomePlanet_entire,HomePlanet_died,HomePlanet_rate,index.1,CryoSleep_entire,CryoSleep_died,CryoSleep_rate,index.2,Cabin_entire,Cabin_died,Cabin_rate,index.3,Cabin_num_entire,Cabin_num_died,Cabin_num_rate,index.4,Cabin_port_entire,Cabin_port_died,Cabin_port_rate,index.5,Destination_entire,Destination_died,Destination_rate,index.6,Age_entire,Age_died,Age_rate,index.7,VIP_entire,VIP_died,VIP_rate,index.8,RoomService_entire,RoomService_died,RoomService_rate,index.9,FoodCourt_entire,FoodCourt_died,FoodCourt_rate,index.10,ShoppingMall_entire,ShoppingMall_died,ShoppingMall_rate,index.11,Spa_entire,Spa_died,Spa_rate,index,VRDeck_entire,VRDeck_died,VRDeck_rate
,,,,,,,,,,,,349,6,4,66.67,,,,,,,,,,,,,,,,,468.0,1.0,1.0,100.0,466.0,1.0,1.0,100.0,429.0,3.0,3.0,100.0,460.0,2.0,2.0,100.0,452,2,1,50.0
,,,,,,,,,,,,350,4,2,50.0,,,,,,,,,,,,,,,,,469.0,2.0,1.0,50.0,467.0,1.0,1.0,100.0,430.0,1.0,1.0,100.0,461.0,1.0,1.0,100.0,453,2,2,100.0
,,,,,,,,,,,,351,4,3,75.0,,,,,,,,,,,,,,,,,470.0,3.0,3.0,100.0,468.0,1.0,1.0,100.0,431.0,1.0,1.0,100.0,462.0,1.0,1.0,100.0,455,2,2,100.0
,,,,,,,,,,,,352,9,7,77.78,,,,,,,,,,,,,,,,,471.0,1.0,1.0,100.0,470.0,1.0,1.0,100.0,432.0,1.0,1.0,100.0,464.0,2.0,2.0,100.0,456,5,5,100.0
,,,,,,,,,,,,354,4,3,75.0,,,,,,,,,,,,,,,,,472.0,2.0,1.0,50.0,473.0,1.0,1.0,100.0,433.0,1.0,1.0,100.0,465.0,2.0,2.0,100.0,459,1,1,100.0
,,,,,,,,,,,,355,5,2,40.0,,,,,,,,,,,,,,,,,473.0,2.0,1.0,50.0,474.0,1.0,1.0,100.0,435.0,1.0,1.0,100.0,467.0,3.0,3.0,100.0,460,1,1,100.0
,,,,,,,,,,,,356,5,5,100.0,,,,,,,,,,,,,,,,,476.0,1.0,1.0,100.0,475.0,1.0,1.0,100.0,437.0,2.0,1.0,50.0,471.0,3.0,2.0,66.67,461,3,2,66.67
,,,,,,,,,,,,357,5,2,40.0,,,,,,,,,,,,,,,,,477.0,2.0,1.0,50.0,476.0,2.0,2.0,100.0,439.0,1.0,1.0,100.0,473.0,1.0,1.0,100.0,462,2,1,50.0
,,,,,,,,,,,,358,5,3,60.0,,,,,,,,,,,,,,,,,479.0,3.0,3.0,100.0,477.0,2.0,2.0,100.0,441.0,2.0,2.0,100.0,474.0,2.0,2.0,100.0,463,8,4,50.0
,,,,,,,,,,,,359,3,2,66.67,,,,,,,,,,,,,,,,,481.0,1.0,1.0,100.0,478.0,12.0,12.0,100.0,442.0,2.0,1.0,50.0,475.0,1.0,1.0,100.0,465,1,1,100.0
,,,,,,,,,,,,360,3,1,33.33,,,,,,,,,,,,,,,,,482.0,2.0,2.0,100.0,479.0,3.0,3.0,100.0,443.0,1.0,1.0,100.0,476.0,1.0,1.0,100.0,466,2,1,50.0
,,,,,,,,,,,,361,3,1,33.33,,,,,,,,,,,,,,,,,484.0,1.0,1.0,100.0,484.0,2.0,2.0,100.0,444.0,4.0,3.0,75.0,479.0,1.0,1.0,100.0,467,1,1,100.0
,,,,,,,,,,,,362,4,1,25.0,,,,,,,,,,,,,,,,,485.0,44.0,13.0,29.55,485.0,1.0,1.0,100.0,446.0,2.0,1.0,50.0,480.0,2.0,1.0,50.0,468,2,2,100.0
,,,,,,,,,,,,363,3,3,100.0,,,,,,,,,,,,,,,,,487.0,2.0,1.0,50.0,486.0,2.0,2.0,100.0,447.0,1.0,1.0,100.0,481.0,2.0,2.0,100.0,469,2,2,100.0
,,,,,,,,,,,,364,3,2,66.67,,,,,,,,,,,,,,,,,488.0,1.0,1.0,100.0,487.0,1.0,1.0,100.0,449.0,1.0,1.0,100.0,482.0,1.0,1.0,100.0,470,2,1,50.0
,,,,,,,,,,,,365,5,5,100.0,,,,,,,,,,,,,,,,,489.0,2.0,2.0,100.0,489.0,2.0,2.0,100.0,450.0,4.0,2.0,50.0,483.0,1.0,1.0,100.0,471,1,1,100.0
,,,,,,,,,,,,366,3,2,66.67,,,,,,,,,,,,,,,,,490.0,4.0,4.0,100.0,490.0,4.0,3.0,75.0,451.0,1.0,1.0,100.0,484.0,4.0,4.0,100.0,472,1,1,100.0
,,,,,,,,,,,,367,5,2,40.0,,,,,,,,,,,,,,,,,491.0,1.0,1.0,100.0,492.0,2.0,1.0,50.0,453.0,3.0,2.0,66.67,486.0,1.0,1.0,100.0,473,3,2,66.67
,,,,,,,,,,,,368,4,2,50.0,,,,,,,,,,,,,,,,,492.0,1.0,1.0,100.0,493.0,3.0,3.0,100.0,454.0,2.0,2.0,100.0,487.0,1.0,1.0,100.0,475,2,2,100.0
,,,,,,,,,,,,369,4,1,25.0,,,,,,,,,,,,,,,,,494.0,1.0,1.0,100.0,494.0,2.0,2.0,100.0,455.0,5.0,3.0,60.0,489.0,2.0,1.0,50.0,477,1,1,100.0
,,,,,,,,,,,,370,4,3,75.0,,,,,,,,,,,,,,,,,496.0,1.0,1.0,100.0,495.0,2.0,2.0,100.0,456.0,3.0,3.0,100.0,492.0,2.0,1.0,50.0,478,3,3,100.0
,,,,,,,,,,,,371,5,2,40.0,,,,,,,,,,,,,,,,,499.0,1.0,1.0,100.0,496.0,3.0,3.0,100.0,458.0,1.0,1.0,100.0,495.0,2.0,1.0,50.0,479,1,1,100.0
,,,,,,,,,,,,372,5,4,80.0,,,,,,,,,,,,,,,,,501.0,2.0,1.0,50.0,497.0,1.0,1.0,100.0,459.0,2.0,2.0,100.0,496.0,1.0,1.0,100.0,480,1,1,100.0
,,,,,,,,,,,,373,3,2,66.67,,,,,,,,,,,,,,,,,503.0,2.0,2.0,100.0,499.0,2.0,2.0,100.0,463.0,1.0,1.0,100.0,497.0,1.0,1.0,100.0,481,1,1,100.0
,,,,,,,,,,,,374,4,3,75.0,,,,,,,,,,,,,,,,,505.0,3.0,2.0,66.67,508.0,2.0,1.0,50.0,465.0,2.0,1.0,50.0,498.0,2.0,1.0,50.0,482,2,2,100.0
,,,,,,,,,,,,375,3,2,66.67,,,,,,,,,,,,,,,,,506.0,4.0,4.0,100.0,509.0,4.0,2.0,50.0,469.0,3.0,1.0,33.33,499.0,2.0,2.0,100.0,483,2,2,100.0
,,,,,,,,,,,,376,5,4,80.0,,,,,,,,,,,,,,,,,507.0,1.0,1.0,100.0,510.0,3.0,1.0,33.33,470.0,2.0,2.0,100.0,502.0,1.0,1.0,100.0,484,2,2,100.0
,,,,,,,,,,,,377,9,3,33.33,,,,,,,,,,,,,,,,,508.0,3.0,1.0,33.33,511.0,2.0,2.0,100.0,471.0,2.0,2.0,100.0,504.0,1.0,1.0,100.0,486,3,2,66.67
,,,,,,,,,,,,378,7,6,85.71,,,,,,,,,,,,,,,,,509.0,1.0,1.0,100.0,516.0,2.0,1.0,50.0,476.0,2.0,2.0,100.0,505.0,1.0,1.0,100.0,487,2,1,50.0
,,,,,,,,,,,,379,5,3,60.0,,,,,,,,,,,,,,,,,511.0,3.0,3.0,100.0,519.0,1.0,1.0,100.0,477.0,3.0,2.0,66.67,506.0,3.0,2.0,66.67,488,3,2,66.67
,,,,,,,,,,,,380,4,2,50.0,,,,,,,,,,,,,,,,,513.0,4.0,3.0,75.0,521.0,1.0,1.0,100.0,478.0,2.0,1.0,50.0,508.0,2.0,1.0,50.0,489,3,2,66.67
,,,,,,,,,,,,381,4,3,75.0,,,,,,,,,,,,,,,,,514.0,2.0,2.0,100.0,522.0,1.0,1.0,100.0,479.0,3.0,3.0,100.0,509.0,1.0,1.0,100.0,490,2,1,50.0
,,,,,,,,,,,,382,1,1,100.0,,,,,,,,,,,,,,,,,517.0,1.0,1.0,100.0,526.0,1.0,1.0,100.0,480.0,1.0,1.0,100.0,510.0,1.0,1.0,100.0,493,2,1,50.0
,,,,,,,,,,,,383,10,6,60.0,,,,,,,,,,,,,,,,,518.0,1.0,1.0,100.0,528.0,1.0,1.0,100.0,481.0,3.0,2.0,66.67,512.0,1.0,1.0,100.0,498,3,2,66.67
,,,,,,,,,,,,384,3,2,66.67,,,,,,,,,,,,,,,,,519.0,1.0,1.0,100.0,529.0,1.0,1.0,100.0,482.0,2.0,1.0,50.0,513.0,1.0,1.0,100.0,500,2,2,100.0
,,,,,,,,,,,,385,6,4,66.67,,,,,,,,,,,,,,,,,520.0,4.0,1.0,25.0,530.0,2.0,2.0,100.0,483.0,1.0,1.0,100.0,514.0,2.0,1.0,50.0,501,1,1,100.0
,,,,,,,,,,,,386,6,3,50.0,,,,,,,,,,,,,,,,,521.0,3.0,2.0,66.67,532.0,2.0,1.0,50.0,484.0,1.0,1.0,100.0,515.0,1.0,1.0,100.0,505,1,1,100.0
,,,,,,,,,,,,387,5,4,80.0,,,,,,,,,,,,,,,,,522.0,2.0,1.0,50.0,539.0,1.0,1.0,100.0,486.0,2.0,1.0,50.0,517.0,1.0,1.0,100.0,506,3,2,66.67
,,,,,,,,,,,,388,4,2,50.0,,,,,,,,,,,,,,,,,523.0,3.0,3.0,100.0,540.0,2.0,1.0,50.0,489.0,1.0,1.0,100.0,518.0,1.0,1.0,100.0,510,4,3,75.0
,,,,,,,,,,,,389,2,1,50.0,,,,,,,,,,,,,,,,,526.0,3.0,3.0,100.0,541.0,2.0,2.0,100.0,490.0,2.0,1.0,50.0,519.0,2.0,1.0,50.0,511,1,1,100.0
,,,,,,,,,,,,390,6,4,66.67,,,,,,,,,,,,,,,,,527.0,2.0,2.0,100.0,542.0,1.0,1.0,100.0,492.0,2.0,1.0,50.0,520.0,1.0,1.0,100.0,512,4,3,75.0
,,,,,,,,,,,,391,6,5,83.33,,,,,,,,,,,,,,,,,528.0,3.0,2.0,66.67,544.0,2.0,2.0,100.0,493.0,1.0,1.0,100.0,525.0,3.0,3.0,100.0,513,2,2,100.0
,,,,,,,,,,,,392,2,1,50.0,,,,,,,,,,,,,,,,,530.0,3.0,2.0,66.67,550.0,1.0,1.0,100.0,495.0,1.0,1.0,100.0,528.0,2.0,1.0,50.0,514,2,1,50.0
,,,,,,,,,,,,393,4,2,50.0,,,,,,,,,,,,,,,,,531.0,1.0,1.0,100.0,551.0,2.0,2.0,100.0,496.0,5.0,2.0,40.0,530.0,1.0,1.0,100.0,515,2,2,100.0
,,,,,,,,,,,,394,5,2,40.0,,,,,,,,,,,,,,,,,532.0,1.0,1.0,100.0,552.0,2.0,1.0,50.0,497.0,2.0,1.0,50.0,537.0,2.0,1.0,50.0,516,2,2,100.0
,,,,,,,,,,,,395,4,3,75.0,,,,,,,,,,,,,,,,,535.0,1.0,1.0,100.0,553.0,1.0,1.0,100.0,499.0,2.0,1.0,50.0,538.0,1.0,1.0,100.0,517,4,3,75.0
,,,,,,,,,,,,396,5,3,60.0,,,,,,,,,,,,,,,,,536.0,1.0,1.0,100.0,554.0,2.0,2.0,100.0,501.0,5.0,5.0,100.0,541.0,2.0,2.0,100.0,518,4,2,50.0
,,,,,,,,,,,,397,3,3,100.0,,,,,,,,,,,,,,,,,539.0,2.0,1.0,50.0,556.0,3.0,2.0,66.67,503.0,1.0,1.0,100.0,542.0,2.0,1.0,50.0,519,1,1,100.0
,,,,,,,,,,,,398,6,5,83.33,,,,,,,,,,,,,,,,,541.0,1.0,1.0,100.0,557.0,2.0,2.0,100.0,504.0,1.0,1.0,100.0,543.0,1.0,1.0,100.0,521,3,3,100.0
,,,,,,,,,,,,399,2,1,50.0,,,,,,,,,,,,,,,,,542.0,4.0,3.0,75.0,558.0,2.0,1.0,50.0,505.0,2.0,2.0,100.0,544.0,4.0,4.0,100.0,522,1,1,100.0
,,,,,,,,,,,,400,2,1,50.0,,,,,,,,,,,,,,,,,545.0,1.0,1.0,100.0,559.0,4.0,1.0,25.0,507.0,1.0,1.0,100.0,545.0,2.0,2.0,100.0,524,1,1,100.0
,,,,,,,,,,,,401,4,4,100.0,,,,,,,,,,,,,,,,,546.0,4.0,4.0,100.0,564.0,3.0,3.0,100.0,511.0,1.0,1.0,100.0,547.0,1.0,1.0,100.0,527,1,1,100.0
,,,,,,,,,,,,402,3,1,33.33,,,,,,,,,,,,,,,,,547.0,1.0,1.0,100.0,565.0,2.0,1.0,50.0,513.0,1.0,1.0,100.0,548.0,2.0,2.0,100.0,528,1,1,100.0
,,,,,,,,,,,,403,3,2,66.67,,,,,,,,,,,,,,,,,548.0,1.0,1.0,100.0,566.0,1.0,1.0,100.0,520.0,1.0,1.0,100.0,549.0,2.0,1.0,50.0,530,1,1,100.0
,,,,,,,,,,,,404,4,4,100.0,,,,,,,,,,,,,,,,,549.0,1.0,1.0,100.0,567.0,1.0,1.0,100.0,521.0,1.0,1.0,100.0,550.0,1.0,1.0,100.0,532,1,1,100.0
,,,,,,,,,,,,406,2,1,50.0,,,,,,,,,,,,,,,,,550.0,3.0,2.0,66.67,571.0,1.0,1.0,100.0,524.0,1.0,1.0,100.0,551.0,1.0,1.0,100.0,533,6,1,16.67
,,,,,,,,,,,,407,7,6,85.71,,,,,,,,,,,,,,,,,551.0,1.0,1.0,100.0,574.0,3.0,2.0,66.67,525.0,2.0,2.0,100.0,552.0,1.0,1.0,100.0,534,1,1,100.0
,,,,,,,,,,,,408,4,1,25.0,,,,,,,,,,,,,,,,,552.0,5.0,4.0,80.0,575.0,39.0,1.0,2.56,526.0,1.0,1.0,100.0,553.0,2.0,2.0,100.0,536,1,1,100.0
,,,,,,,,,,,,409,3,3,100.0,,,,,,,,,,,,,,,,,553.0,4.0,2.0,50.0,576.0,1.0,1.0,100.0,527.0,1.0,1.0,100.0,554.0,2.0,2.0,100.0,537,2,2,100.0
,,,,,,,,,,,,410,5,5,100.0,,,,,,,,,,,,,,,,,554.0,3.0,3.0,100.0,577.0,1.0,1.0,100.0,528.0,1.0,1.0,100.0,557.0,3.0,3.0,100.0,539,2,2,100.0
,,,,,,,,,,,,411,4,2,50.0,,,,,,,,,,,,,,,,,555.0,2.0,2.0,100.0,582.0,1.0,1.0,100.0,529.0,2.0,2.0,100.0,558.0,2.0,2.0,100.0,540,1,1,100.0
,,,,,,,,,,,,412,9,7,77.78,,,,,,,,,,,,,,,,,556.0,2.0,1.0,50.0,583.0,2.0,1.0,50.0,531.0,2.0,2.0,100.0,559.0,2.0,2.0,100.0,542,2,2,100.0
,,,,,,,,,,,,413,5,3,60.0,,,,,,,,,,,,,,,,,558.0,5.0,5.0,100.0,584.0,4.0,3.0,75.0,532.0,1.0,1.0,100.0,560.0,3.0,3.0,100.0,543,1,1,100.0
,,,,,,,,,,,,414,4,3,75.0,,,,,,,,,,,,,,,,,559.0,3.0,2.0,66.67,587.0,2.0,2.0,100.0,533.0,6.0,5.0,83.33,561.0,1.0,1.0,100.0,544,1,1,100.0
,,,,,,,,,,,,415,4,3,75.0,,,,,,,,,,,,,,,,,562.0,2.0,2.0,100.0,588.0,3.0,2.0,66.67,534.0,1.0,1.0,100.0,562.0,2.0,1.0,50.0,545,1,1,100.0
,,,,,,,,,,,,417,4,3,75.0,,,,,,,,,,,,,,,,,563.0,1.0,1.0,100.0,589.0,1.0,1.0,100.0,536.0,2.0,1.0,50.0,563.0,1.0,1.0,100.0,546,1,1,100.0
,,,,,,,,,,,,418,3,1,33.33,,,,,,,,,,,,,,,,,569.0,1.0,1.0,100.0,590.0,2.0,2.0,100.0,540.0,1.0,1.0,100.0,564.0,4.0,4.0,100.0,547,1,1,100.0
,,,,,,,,,,,,419,5,2,40.0,,,,,,,,,,,,,,,,,570.0,1.0,1.0,100.0,591.0,1.0,1.0,100.0,541.0,1.0,1.0,100.0,565.0,2.0,1.0,50.0,548,2,1,50.0
,,,,,,,,,,,,420,8,7,87.5,,,,,,,,,,,,,,,,,571.0,3.0,2.0,66.67,592.0,4.0,2.0,50.0,544.0,2.0,2.0,100.0,566.0,1.0,1.0,100.0,549,2,1,50.0
,,,,,,,,,,,,421,6,4,66.67,,,,,,,,,,,,,,,,,572.0,1.0,1.0,100.0,593.0,2.0,2.0,100.0,545.0,2.0,1.0,50.0,567.0,2.0,2.0,100.0,551,2,1,50.0
,,,,,,,,,,,,422,3,2,66.67,,,,,,,,,,,,,,,,,574.0,3.0,3.0,100.0,594.0,2.0,1.0,50.0,546.0,1.0,1.0,100.0,568.0,3.0,1.0,33.33,552,1,1,100.0
,,,,,,,,,,,,424,6,3,50.0,,,,,,,,,,,,,,,,,576.0,2.0,2.0,100.0,596.0,2.0,2.0,100.0,547.0,1.0,1.0,100.0,569.0,2.0,1.0,50.0,554,1,1,100.0
,,,,,,,,,,,,425,4,2,50.0,,,,,,,,,,,,,,,,,577.0,2.0,1.0,50.0,597.0,2.0,2.0,100.0,548.0,2.0,1.0,50.0,570.0,3.0,2.0,66.67,555,3,2,66.67
,,,,,,,,,,,,426,8,4,50.0,,,,,,,,,,,,,,,,,578.0,2.0,2.0,100.0,598.0,1.0,1.0,100.0,550.0,1.0,1.0,100.0,572.0,3.0,3.0,100.0,556,4,2,50.0
,,,,,,,,,,,,427,5,4,80.0,,,,,,,,,,,,,,,,,579.0,2.0,2.0,100.0,600.0,4.0,3.0,75.0,551.0,2.0,2.0,100.0,573.0,1.0,1.0,100.0,557,1,1,100.0
,,,,,,,,,,,,428,5,3,60.0,,,,,,,,,,,,,,,,,580.0,1.0,1.0,100.0,602.0,2.0,1.0,50.0,552.0,3.0,2.0,66.67,575.0,1.0,1.0,100.0,561,1,1,100.0
,,,,,,,,,,,,429,5,4,80.0,,,,,,,,,,,,,,,,,581.0,1.0,1.0,100.0,604.0,1.0,1.0,100.0,553.0,2.0,1.0,50.0,578.0,1.0,1.0,100.0,564,1,1,100.0
,,,,,,,,,,,,430,3,3,100.0,,,,,,,,,,,,,,,,,582.0,1.0,1.0,100.0,605.0,4.0,2.0,50.0,555.0,2.0,2.0,100.0,580.0,5.0,4.0,80.0,565,2,1,50.0
,,,,,,,,,,,,431,7,6,85.71,,,,,,,,,,,,,,,,,583.0,2.0,2.0,100.0,606.0,1.0,1.0,100.0,558.0,1.0,1.0,100.0,581.0,1.0,1.0,100.0,566,1,1,100.0
,,,,,,,,,,,,432,5,4,80.0,,,,,,,,,,,,,,,,,584.0,1.0,1.0,100.0,608.0,2.0,1.0,50.0,560.0,3.0,3.0,100.0,584.0,2.0,2.0,100.0,567,3,2,66.67
,,,,,,,,,,,,433,5,3,60.0,,,,,,,,,,,,,,,,,586.0,1.0,1.0,100.0,610.0,2.0,2.0,100.0,561.0,2.0,1.0,50.0,586.0,1.0,1.0,100.0,568,1,1,100.0
,,,,,,,,,,,,434,2,1,50.0,,,,,,,,,,,,,,,,,587.0,1.0,1.0,100.0,611.0,2.0,2.0,100.0,563.0,2.0,1.0,50.0,587.0,1.0,1.0,100.0,570,2,1,50.0
,,,,,,,,,,,,435,6,2,33.33,,,,,,,,,,,,,,,,,588.0,4.0,3.0,75.0,614.0,2.0,2.0,100.0,565.0,1.0,1.0,100.0,588.0,5.0,4.0,80.0,571,2,2,100.0
,,,,,,,,,,,,436,2,2,100.0,,,,,,,,,,,,,,,,,589.0,1.0,1.0,100.0,615.0,1.0,1.0,100.0,566.0,1.0,1.0,100.0,589.0,2.0,2.0,100.0,572,1,1,100.0
,,,,,,,,,,,,437,5,4,80.0,,,,,,,,,,,,,,,,,590.0,5.0,5.0,100.0,617.0,1.0,1.0,100.0,567.0,1.0,1.0,100.0,593.0,2.0,1.0,50.0,574,1,1,100.0
,,,,,,,,,,,,438,9,7,77.78,,,,,,,,,,,,,,,,,591.0,1.0,1.0,100.0,618.0,1.0,1.0,100.0,569.0,2.0,1.0,50.0,594.0,6.0,5.0,83.33,575,3,2,66.67
,,,,,,,,,,,,439,7,5,71.43,,,,,,,,,,,,,,,,,593.0,3.0,2.0,66.67,625.0,1.0,1.0,100.0,570.0,1.0,1.0,100.0,595.0,3.0,3.0,100.0,582,2,2,100.0
,,,,,,,,,,,,440,4,3,75.0,,,,,,,,,,,,,,,,,594.0,1.0,1.0,100.0,627.0,3.0,1.0,33.33,571.0,1.0,1.0,100.0,596.0,1.0,1.0,100.0,583,2,2,100.0
,,,,,,,,,,,,442,5,3,60.0,,,,,,,,,,,,,,,,,595.0,2.0,1.0,50.0,630.0,2.0,1.0,50.0,572.0,1.0,1.0,100.0,597.0,1.0,1.0,100.0,584,2,1,50.0
,,,,,,,,,,,,443,3,3,100.0,,,,,,,,,,,,,,,,,596.0,1.0,1.0,100.0,631.0,2.0,1.0,50.0,575.0,2.0,1.0,50.0,599.0,2.0,1.0,50.0,585,1,1,100.0
,,,,,,,,,,,,444,3,3,100.0,,,,,,,,,,,,,,,,,598.0,2.0,2.0,100.0,632.0,2.0,2.0,100.0,576.0,2.0,2.0,100.0,601.0,2.0,1.0,50.0,587,3,1,33.33
,,,,,,,,,,,,445,7,5,71.43,,,,,,,,,,,,,,,,,600.0,4.0,3.0,75.0,634.0,1.0,1.0,100.0,580.0,3.0,3.0,100.0,602.0,2.0,2.0,100.0,588,2,2,100.0
,,,,,,,,,,,,446,4,1,25.0,,,,,,,,,,,,,,,,,602.0,2.0,2.0,100.0,636.0,1.0,1.0,100.0,583.0,3.0,1.0,33.33,604.0,2.0,2.0,100.0,591,3,3,100.0
,,,,,,,,,,,,447,4,3,75.0,,,,,,,,,,,,,,,,,604.0,1.0,1.0,100.0,637.0,1.0,1.0,100.0,584.0,2.0,1.0,50.0,605.0,1.0,1.0,100.0,592,1,1,100.0
,,,,,,,,,,,,448,6,2,33.33,,,,,,,,,,,,,,,,,605.0,1.0,1.0,100.0,639.0,2.0,2.0,100.0,585.0,1.0,1.0,100.0,607.0,2.0,2.0,100.0,593,1,1,100.0
,,,,,,,,,,,,449,7,5,71.43,,,,,,,,,,,,,,,,,606.0,1.0,1.0,100.0,640.0,3.0,1.0,33.33,586.0,2.0,1.0,50.0,608.0,1.0,1.0,100.0,594,4,2,50.0
,,,,,,,,,,,,450,13,5,38.46,,,,,,,,,,,,,,,,,607.0,2.0,1.0,50.0,641.0,3.0,1.0,33.33,591.0,5.0,3.0,60.0,610.0,2.0,1.0,50.0,595,3,3,100.0
,,,,,,,,,,,,451,3,1,33.33,,,,,,,,,,,,,,,,,608.0,1.0,1.0,100.0,642.0,2.0,2.0,100.0,592.0,3.0,1.0,33.33,611.0,2.0,2.0,100.0,599,1,1,100.0
,,,,,,,,,,,,452,4,1,25.0,,,,,,,,,,,,,,,,,610.0,4.0,3.0,75.0,644.0,1.0,1.0,100.0,594.0,3.0,1.0,33.33,613.0,2.0,1.0,50.0,600,1,1,100.0
,,,,,,,,,,,,453,2,1,50.0,,,,,,,,,,,,,,,,,613.0,1.0,1.0,100.0,646.0,1.0,1.0,100.0,598.0,1.0,1.0,100.0,614.0,2.0,2.0,100.0,603,2,2,100.0
,,,,,,,,,,,,454,5,2,40.0,,,,,,,,,,,,,,,,,614.0,2.0,2.0,100.0,647.0,1.0,1.0,100.0,599.0,3.0,3.0,100.0,616.0,2.0,1.0,50.0,605,2,1,50.0
,,,,,,,,,,,,455,5,2,40.0,,,,,,,,,,,,,,,,,616.0,2.0,2.0,100.0,651.0,2.0,2.0,100.0,600.0,3.0,3.0,100.0,617.0,2.0,2.0,100.0,606,1,1,100.0
,,,,,,,,,,,,456,3,2,66.67,,,,,,,,,,,,,,,,,620.0,1.0,1.0,100.0,652.0,3.0,2.0,66.67,601.0,7.0,6.0,85.71,620.0,2.0,2.0,100.0,607,2,2,100.0
,,,,,,,,,,,,457,5,4,80.0,,,,,,,,,,,,,,,,,621.0,3.0,3.0,100.0,653.0,3.0,2.0,66.67,602.0,1.0,1.0,100.0,622.0,2.0,2.0,100.0,608,1,1,100.0
,,,,,,,,,,,,458,3,1,33.33,,,,,,,,,,,,,,,,,622.0,2.0,2.0,100.0,654.0,4.0,1.0,25.0,605.0,1.0,1.0,100.0,623.0,1.0,1.0,100.0,611,1,1,100.0
,,,,,,,,,,,,459,5,4,80.0,,,,,,,,,,,,,,,,,623.0,2.0,1.0,50.0,656.0,2.0,2.0,100.0,606.0,1.0,1.0,100.0,624.0,2.0,1.0,50.0,612,1,1,100.0
,,,,,,,,,,,,460,4,3,75.0,,,,,,,,,,,,,,,,,624.0,1.0,1.0,100.0,659.0,1.0,1.0,100.0,608.0,2.0,2.0,100.0,625.0,3.0,3.0,100.0,614,1,1,100.0
,,,,,,,,,,,,461,7,5,71.43,,,,,,,,,,,,,,,,,625.0,2.0,2.0,100.0,661.0,1.0,1.0,100.0,610.0,2.0,1.0,50.0,628.0,2.0,2.0,100.0,615,1,1,100.0
,,,,,,,,,,,,462,3,3,100.0,,,,,,,,,,,,,,,,,627.0,2.0,2.0,100.0,663.0,1.0,1.0,100.0,611.0,1.0,1.0,100.0,629.0,2.0,2.0,100.0,616,1,1,100.0
,,,,,,,,,,,,463,4,3,75.0,,,,,,,,,,,,,,,,,628.0,3.0,3.0,100.0,664.0,2.0,1.0,50.0,612.0,7.0,6.0,85.71,630.0,2.0,2.0,100.0,618,1,1,100.0
,,,,,,,,,,,,464,5,3,60.0,,,,,,,,,,,,,,,,,629.0,2.0,2.0,100.0,666.0,3.0,3.0,100.0,613.0,1.0,1.0,100.0,631.0,1.0,1.0,100.0,619,3,2,66.67
,,,,,,,,,,,,465,5,3,60.0,,,,,,,,,,,,,,,,,630.0,1.0,1.0,100.0,667.0,2.0,2.0,100.0,615.0,4.0,1.0,25.0,633.0,2.0,1.0,50.0,620,1,1,100.0
,,,,,,,,,,,,466,7,5,71.43,,,,,,,,,,,,,,,,,631.0,3.0,3.0,100.0,668.0,1.0,1.0,100.0,616.0,3.0,2.0,66.67,634.0,1.0,1.0,100.0,621,2,2,100.0
,,,,,,,,,,,,467,6,4,66.67,,,,,,,,,,,,,,,,,634.0,1.0,1.0,100.0,669.0,3.0,1.0,33.33,617.0,3.0,2.0,66.67,635.0,2.0,1.0,50.0,622,3,3,100.0
,,,,,,,,,,,,468,5,4,80.0,,,,,,,,,,,,,,,,,635.0,3.0,1.0,33.33,670.0,2.0,1.0,50.0,618.0,4.0,4.0,100.0,636.0,1.0,1.0,100.0,623,2,2,100.0
,,,,,,,,,,,,469,9,5,55.56,,,,,,,,,,,,,,,,,636.0,2.0,2.0,100.0,672.0,1.0,1.0,100.0,619.0,2.0,2.0,100.0,638.0,2.0,1.0,50.0,624,2,2,100.0
,,,,,,,,,,,,470,4,4,100.0,,,,,,,,,,,,,,,,,637.0,2.0,2.0,100.0,676.0,2.0,2.0,100.0,620.0,1.0,1.0,100.0,639.0,3.0,3.0,100.0,625,2,1,50.0
,,,,,,,,,,,,471,3,2,66.67,,,,,,,,,,,,,,,,,638.0,1.0,1.0,100.0,686.0,2.0,1.0,50.0,621.0,1.0,1.0,100.0,641.0,5.0,3.0,60.0,628,1,1,100.0
,,,,,,,,,,,,472,4,2,50.0,,,,,,,,,,,,,,,,,639.0,2.0,1.0,50.0,687.0,2.0,1.0,50.0,622.0,4.0,3.0,75.0,642.0,2.0,2.0,100.0,629,3,3,100.0
,,,,,,,,,,,,473,3,2,66.67,,,,,,,,,,,,,,,,,640.0,2.0,2.0,100.0,688.0,3.0,2.0,66.67,623.0,2.0,1.0,50.0,643.0,1.0,1.0,100.0,630,1,1,100.0
,,,,,,,,,,,,474,7,6,85.71,,,,,,,,,,,,,,,,,641.0,2.0,2.0,100.0,689.0,1.0,1.0,100.0,625.0,1.0,1.0,100.0,644.0,1.0,1.0,100.0,631,1,1,100.0
